Business_Name,Address_Line_1,Address_Line_2,Address_Line_3,Address_Line_4,Town,County,Post_Code,UPRN,Zone Description,Blocked,Car Free,Standard Residential,Standard Visitor,Essential Visitor,Resident Barnstaple K1,Standard Business,Charity Business,Guesthouse
,39 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399775,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,56 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399792,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,The Myrtles,69 Parkwood Road,,,Tavistock,,PL19 0HH,100040399805,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,73 Parkwood Road,,,,Tavistock,,PL19 0HJ,100040399809,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Kaminskis Garden Centre,17 Parkwood Road,,,,Tavistock,,PL19 0HH,100041039899,Tavistock Old Exeter Road,Yes,-,No,No,No,No,No,No,No
,3 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155225,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,18 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155239,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,The Second Masters House,Kelly College,Parkwood Road,,Tavistock,,PL19 0HX,10001330957,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,23 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399761,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,32 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399768,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,50 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399786,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,21 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155242,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,16 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399754,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,19 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399757,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,55 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399791,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,70 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399806,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,2 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155224,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,4 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155226,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,20 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155241,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Car Park,Trout N Tipple,Parkwood Road,,,,PL19 0JS,10013751378,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,76 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399811,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,3 Edmund Park,Parkwood Road,,,Tavistock,,PL19 0HH,100040399833,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,9 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155231,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,24 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155245,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,The Pavilion,Kelly College,Parkwood Road,,Tavistock,,PL19 0HZ,10013751258,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Land Adjacent To Overleat 3,Parkwood Road,,,,,,10001334344,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,8 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399746,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,28 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399764,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,29 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399765,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,46 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399782,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,La Multi Ani,Parkwood Road,,,Tavistock,,PL19 0HG,100040399819,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Tavistock Trout Fishery,Rowden Farm,Parkwood Road,,Tavistock,,PL19 9JW,10001331928,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Mobile Home,31 Parkwood Road,,,Tavistock,,PL19 0HH,10001334208,Tavistock Old Exeter Road,Yes,-,No,No,No,No,No,No,No
,3a Parkwood Road,,,,Tavistock,,PL19 0HG,100040399743,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Millbrook Villas,78 Old Exeter Road,,,Tavistock,,PL19 0JD,100040399745,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,Melvin Hall,Kelly College,Parkwood Road,,Tavistock,,PL19 0HZ,10001332338,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,18 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399756,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Rowden Farm,Parkwood Road,,,,,PL19 9JW,10001325805,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,The Adventure Centre,Kelly College,Parkwood Road,,Tavistock,,PL19 0HY,10001330959,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,30 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399766,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,31 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399767,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,44 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399780,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,45 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399781,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Longacre,Parkwood Road,,,Tavistock,,PL19 0JS,100040399820,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Tower House,17a Parkwood Road,,,Tavistock,,PL19 0HH,10001325367,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Conway House,Kelly College,Parkwood Road,,Tavistock,,PL19 0HB,10001330955,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,27 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399763,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,34 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399770,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,41 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399777,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Tavy Cottage,Parkwood Road,,,Tavistock,,PL19 0JS,100040399821,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,15a Parkwood Road,,,,Tavistock,,PL19 0HH,100041155191,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,29 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155250,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,30 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155251,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Parkwood Court,Parkwood Road,,,,,PL19 0RH,100041239394,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Shop,Kelly College,Parkwood Road,,Tavistock,,PL19 0HZ,10013751021,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,75 Parkwood Road,,,,Tavistock,,PL19 0HJ,10013752073,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Nurses Apartment School House,Kelly College,Parkwood Road,,Tavistock,,PL19 0HZ,10013753302,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,14 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155235,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,28 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155249,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,11 Parkwood Road,,,,Tavistock,,PL19 0HG,100040399750,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,14 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399752,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,51 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399787,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,74 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399810,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,6 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155228,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,8 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155230,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,16 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155237,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Edmund Park,Parkwood Road,,,,,PL19 0HH,100041239393,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,37 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399773,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,54 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399790,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,71 Parkwood Road,,,,Tavistock,,PL19 0HJ,100040399807,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,5 Brooklands House,Parkwood Road,,,Tavistock,,PL19 0HP,100040399828,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Playing Fields,Parkwood Road,,,,,PL19 0HH,100041039906,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,1 Brooklands House,Parkwood Road,,,Tavistock,,PL19 0HP,100041155207,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,5 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155227,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,19 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155240,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Courtenay House Flat,Kelly College,Parkwood Road,,Tavistock,,PL19 0HX,10001330956,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Kaminski Builders Merchants,22 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399760,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,33 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399769,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,58 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399794,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,67 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399803,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,2 Edmund Park,Parkwood Road,,,Tavistock,,PL19 0HH,100040399832,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,1 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155223,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,27 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155248,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,34 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155305,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Kelly College,Parkwood Road,,,Tavistock,,PL19 0HZ,200002967580,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,79 Parkwood Road,,,,Tavistock,,PL19 0HJ,100040399814,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,1 Edmund Park,Parkwood Road,,,Tavistock,,PL19 0HH,100040399831,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
F T B Lawson Ltd,The Mill,1 Parkwood Road,,,Tavistock,,PL19 0HG,100041039897,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,2 Brooklands House,Parkwood Road,,,Tavistock,,PL19 0HP,100041155208,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,26 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155247,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,37 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155308,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Kelly College Preparatory School,Parkwood Road,,,Tavistock,,PL19 0JS,100041155319,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Staff Cabin The Adventure Centre,Kelly College,Parkwood Road,,,,,10013752089,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Headmasters House,Kelly College,Parkwood Road,,Tavistock,,PL19 0JH,200002917888,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,23 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155244,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,6 Barley Market Street,,,,Tavistock,,PL19 0JF,100040397058,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,3 Parkwood Road,,,,Tavistock,,PL19 0HG,100040399744,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Riverside,12 Parkwood Road,,,Tavistock,,PL19 0HH,100040399751,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,21 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399759,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,52 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399788,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,59 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399795,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,66 Parkwood Road,,,,Tavistock,,PL19 0HH,100040399802,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,75-77 Parkwood Road,,,,Tavistock,,PL19 0HJ,100041155167,Tavistock Old Exeter Road,Yes,-,No,No,No,No,No,No,No
,7 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155229,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,15 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155236,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,The Lodge,Kelly College,Parkwood Road,,Tavistock,,PL19 0HJ,100041155273,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,33 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155304,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,38 Parkwood Court,Parkwood Road,,,Tavistock,,PL19 0RH,100041155343,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,10 Chapel Heights,Barley Market Street,,,Tavistock,,PL19 0FG,10013752588,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,Flat 3,The Old Bakery,Barley Market Street,,Tavistock,,PL19 0JF,100041155252,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,The Old Bakery,Barley Market Street,,,,,PL19 0JF,100041239356,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,12 Chapel Heights,Barley Market Street,,,Tavistock,,PL19 0FG,10013752590,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,8 Barley Market Street,,,,Tavistock,,PL19 0JF,100040397061,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,Flat 4,The Old Bakery,Barley Market Street,,Tavistock,,PL19 0JF,100041155253,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,3 Chapel Heights,Barley Market Street,,,Tavistock,,PL19 0FG,10013752581,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,Flat 9,The Old Bakery,Barley Market Street,,Tavistock,,PL19 0JF,100040397062,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
Hill House Hammond Ltd,3c Barley Market Street,,,,Tavistock,,PL19 0JF,100041039689,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,2 Chapel Heights,Barley Market Street,,,Tavistock,,PL19 0FG,10013752580,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,9 Chapel Heights,Barley Market Street,,,Tavistock,,PL19 0FG,10013752587,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,Barley House,2 Barley Market Street,,,Tavistock,,PL19 0JF,100040397064,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
Birds Nest Restaurant,4 Barley Market Street,,,,Tavistock,,PL19 0JF,100041039691,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Flat 8,The Old Bakery,Barley Market Street,,Tavistock,,PL19 0JF,100040397060,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
Sofia Lingerie,3b Barley Market Street,,,,Tavistock,,PL19 0JF,100041039688,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,4 Chapel Heights,Barley Market Street,,,Tavistock,,PL19 0FG,10013752582,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,Miller And Son Car Park,Barley Market Street,,,,,PL19 0JF,10001330405,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,7 Chapel Heights,Barley Market Street,,,Tavistock,,PL19 0FG,10013752585,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,3 Barley Market Street,,,,Tavistock,,PL19 0JF,100041155196,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,Flat 5,The Old Bakery,Barley Market Street,,Tavistock,,PL19 0JF,100041155254,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,Flat 7,The Old Bakery,Barley Market Street,,Tavistock,,PL19 0JF,100040397059,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,1 Barley Market Street,,,,Tavistock,,PL19 0JF,100041039687,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,5 Chapel Heights,Barley Market Street,,,Tavistock,,PL19 0FG,10013752583,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,Flat 6,The Old Bakery,Barley Market Street,,Tavistock,,PL19 0JF,100040397057,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,6 Chapel Heights,Barley Market Street,,,Tavistock,,PL19 0FG,10013752584,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,Land Adjacent To 3,Barley Market Street,,,,,,10001332430,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,10 Barley Market Street,,,,Tavistock,,PL19 0JF,100040397063,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,1 Chapel Heights,Barley Market Street,,,Tavistock,,PL19 0FG,10013752579,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
Tavistock Area Support Services,Merchants House,3d Barley Market Street,,,Tavistock,,PL19 0JF,100041039690,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,8 Chapel Heights,Barley Market Street,,,Tavistock,,PL19 0FG,10013752586,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
,11 Chapel Heights,Barley Market Street,,,Tavistock,,PL19 0FG,10013752589,Tavistock Old Exeter Road,-,-,Yes,No,Yes,No,No,No,No
Somerfield Stores,20 Brook Street,,,,Tavistock,,PL19 0BJ,10001325506,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Dartmoor Photographic,41b Brook Street,,,,Tavistock,,PL19 0HE,10001331062,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,38a Brook Street,,,,Tavistock,,PL19 0HE,10001325475,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,32a Brook Street,,,,,,PL19 0HE,100040397250,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
La Cache,33 Brook Street,,,,Tavistock,,PL19 0HE,100040397252,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Roberts Electrical Ltd,6 Brook Street,,,,Tavistock,,PL19 0HD,100041039733,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Jack & Jills,Book Worm Alley,36 Brook Street,,,Tavistock,,PL19 0HE,10001325406,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,3 Dancy Mews,Brook Street,,,Tavistock,,PL19 0LD,10001331205,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Kivells,3 Brook Street,,,,Tavistock,,PL19 0HD,100040397236,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,5 Dancy Mews,Brook Street,,,Tavistock,,PL19 0LD,10001331207,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,6a Brook Street,,,,Tavistock,,PL19 0HD,100040397238,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Dartmoor Photographic,41 Brook Street,,,,Tavistock,,PL19 0HE,100040397261,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,43 Brook Street,,,,Tavistock,,PL19 0HE,100040397262,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,8b Brook Street,,,,Tavistock,,PL19 0HD,200001512910,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
The Coffee Mill,44 Brook Street,,,,Tavistock,,PL19 0HE,100040397263,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
W T Warren & Son Ltd,1b Brook Street,,,,Tavistock,,PL19 0HD,100041039727,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
New Look,1c-1d Brook Street,,,,Tavistock,,PL19 0HD,100041155359,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Mike Hooper Architect,35a Brook Street,,,,Tavistock,,PL19 0HE,10013751376,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,4 Paddons Court,Brook Street,,,Tavistock,,PL19 0GZ,10013751514,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Paul Fassam Land & Building Engineer,3b Brook Street,,,,Tavistock,,PL19 0HD,200001512909,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,33a Brook Street,,,,Tavistock,,PL19 0HE,200002917843,Tavistock Old Exeter Road,Yes,-,No,No,No,No,No,No,No
Kivells,First Floor,3 Brook Street,,,Tavistock,,PL19 0HD,10001325389,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Astbury Travel,The Flat,32 Brook Street,,,Tavistock,,PL19 0HE,10001325560,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Dartmoor Country Clothes,Flat 1,13 Brook Street,,,Tavistock,,PL19 0HD,10001329513,Tavistock Old Exeter Road,Yes,-,No,No,No,No,No,No,No
,Car Park,Brook Street,,,,,PL19 0BJ,10001331222,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,16a Brook Street,,,,Tavistock,,PL19 0HD,100040397246,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Farley Menswear,12 Brook Street,,,,Tavistock,,PL19 0HD,100041039751,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Mini-Me,35 Brook Street,,,,Tavistock,,PL19 0HE,100041039761,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Co-Operative Funeral Service,Chapel Of Repose,32a Brook Street,,,Tavistock,,PL19 0HE,10001325396,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Tavy Mews,32a Brook Street,,,Tavistock,,PL19 0HE,10001330034,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Dancy Mews,Brook Street,,,,,PL19 0LD,10001331202,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,15b Brook Street,,,,Tavistock,,PL19 0HD,10001329739,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Ward & Chowen,8 Brook Street,,,,Tavistock,,PL19 0HD,100040397241,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,17a Brook Street,,,,,,PL19 0HD,100041039755,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Fulfords Estate Agents,30 Brook Street,,,,Tavistock,,PL19 0HE,100041039756,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Paddons Court,Brook Street,,,,,PL19 0GZ,10013751510,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Dartmoor Photographic,41a Brook Street,,,,Tavistock,,PL19 0HE,10001329514,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,2 Dancy Mews,Brook Street,,,Tavistock,,PL19 0LD,10001331204,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Mainly Stationery,38 Brook Street,,,,Tavistock,,PL19 0HE,100040397258,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Going Places,11 Brook Street,,,,Tavistock,,PL19 0HA,100041039750,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,37 Brook Street,,,,Tavistock,,PL19 0HE,100041039762,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,Flat,17a Brook Street,,,Tavistock,,PL19 0HD,10013753180,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,St Lukes Hospice,42 Brook Street,,,Tavistock,,PL19 0HE,10001331802,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Astbury Travel,32 Brook Street,,,,Tavistock,,PL19 0HE,100040397251,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
A Scent Sation Flowers,7 Brook Street,,,,Tavistock,,PL19 0HD,100041039734,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,7 Paddons Court,Brook Street,,,Tavistock,,PL19 0GZ,10013751517,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,4a Brook Street,,,,Tavistock,,PL19 0HD,10013753292,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Cultural Charm Ltd,4 Brook Street,,,,Tavistock,,PL19 0HD,100040397237,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
The Edinburgh Woollen Mill,10 Brook Street,,,,Tavistock,,PL19 0HD,100040397242,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
The Works Hair & Beauty,15 Brook Street,,,,Tavistock,,PL19 0HD,100040397245,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
,2 Paddons Court,Brook Street,,,Tavistock,,PL19 0GZ,10013751512,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Dorothy Perkins,46-47 Brook Street,,,,Tavistock,,PL19 0HE,100040397265,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Bradford & Bingley Building Society,First & Second Floor,49 Brook Street,,,Tavistock,,PL19 0BJ,10001325387,Tavistock Old Exeter Road,Yes,-,No,No,No,No,No,No,No
,The New Pantry,42 Brook Street,,,Tavistock,,PL19 0HE,10001325512,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
Tavistock Newspapers,First And Second Floors,14 Brook Street,,,Tavistock,,PL19 0HD,10001325559,Tavistock Old Exeter Road,-,-,No,No,No,No,No,No,No
